#fields	number	name
0	IANA-RSVD-0
1	LVLT-1
2	UDEL-DCN
3	MIT-GATEWAYS
4	ISI-AS
5	SYMBOLICS
6	BULL-HN
7	RIPE-ASNBLOCK-7
8	RICE-AS
9	CMU-ROUTER
10	CSNET-EXT-AS
11	HARVARD
12	NYU-DOMAIN
13	DNIC-AS-00013
14	COLUMBIA-GW
15	NET-DYNAMICS-EXP
16	LBL
17	PURDUE
18	UTEXAS
19	CSS-DOMAIN
20	UR
21	RAND
22	DNIC-AS-00022
23	NISN-SIP-AS
24	AMES-NAS-GW
25	UCB
26	CORNELL
27	UMDNET
28	RIPE-ASNBLOCK-28
29	YALE-AS
30	SRI-AICNET
31	CIT
32	STANFORD
33	HP-DIGITAL-33
34	UDELNET
35	MITRE-AS-1
36	EGP-TESTOR
37	DNIC-AS-00037
38	UIUC
39	DNIC-AS-00039
40	MIT-TEST
41	AMES
42	WOODYNET-1
43	BNL-AS
44	S1-DOMAIN
45	LLL-TIS-AS
46	RUTGERS
47	USC-AS
48	DNIC-AS-00048
49	ICST-AS
50	ORNL-MSRNET
51	DNIC-AS-00051
52	UCLA
53	NORTHROP-AS
54	DNIC-AS-00054
55	UPENN
56	DNIC-AS-00056
57	UMN-REI-UC
58	DREA-AS
59	WISC-MADISON-AS
60	AINET-AS60
61	DEC-MARLBORO-AS
62	CYRS
63	LL-MI
64	MITRE-AS-2
65	AF-RASN-65
66	DNIC-AS-00066
67	SDC-PRC-AS
68	LANL-INET-AS
69	UPENN2
70	NLM-GW
71	HP-INTERNET-AS
72	SCHLUMBERGER-AS
73	WASHINGTON-AS
74	XDRENET-AS
75	ANL-AS
76	SDC-CAM-AS
77	JHUAPL-AS
78	SYNTEGRA
79	DSPO-HC-AS
80	GE-CRD
81	NCREN
82	TWG-DEMO-AS
83	DNIC-AS-00083
84	DNIC-AS-00084
85	AERO-NET
86	CSC-300-AS86
87	INDIANA-AS
88	PRINCETON-AS
89	DNIC-AS-00089
90	SUN-AS
91	RPI-AS
92	CLARKSON-AS
93	NTTA-93
94	DNIC-AS-00094
95	DNIC-AS-00095
96	DNIC-AS-00096
97	NTTA-97
98	ROCKEFELLER-AS
99	INTEL-IWARP
100	FMC-CTC
101	WASH-NSF-AS
102	NSF-HQ-AS
103	NWU-AS
104	COLORADO-AS
105	MOT-MCD-AS
106	GDAIS-ASN-106
107	ECSNET-AS
108	XEROX-AS
109	CISCOSYSTEMS
110	XAIT-AS
111	BOSTONU-AS
112	ROOTSERV
113	SCCNET-AS
114	NTTA-114
115	DNIC-AS-00115
116	TELCORDIA
117	ALBM-NET-AS
118	DNIC-AS-00118
119	AMS-AS
120	MITRE-OMAHA
121	DNIC-AS-00121
122	U-PGH-NET-AS
123	LOGAIRCOMNET-AS
124	DNIC-AS-00124
125	HI-NET-AS
126	DNIC-AS-00126
127	JPL-AS127
128	ADS-AS
129	DNIC-AS-00129
130	CSOCNET-AS
131	UCSB-NET-AS
132	WPAFB-CSD-NET-AS
133	AFIT-AS
134	CORONA-GW-AS
135	DNIC-AS-00135
136	AF-ASN-136
137	RIPE-ASNBLOCK-137
138	DNIC-AS-00138
139	DNIC-AS-00139
140	DNIC-AS-00140
141	DNIC-AS-00141
142	DNIC-AS-00142
143	OOG1-AS
144	ATT-INTERNET
145	VBNS
146	HQEIS-AS
147	DNIC-AS-00147
148	DNIC-AS-00148
149	DNIC-AS-00149
150	DNIC-AS-00150
151	IND-NTC-AS
152	SRI-ACCATT-AS
153	CTNOSC-ASN-153
154	DNIC-AS-00154
155	DNIC-AS-00155
156	NORTHEASTERN-GW-AS
157	INTELLIAUTON
158	ERI-AS
159	SONNET-AS
160	U-CHICAGO-AS
161	TI-AS
162	DNIC-AS-00162
163	IBM-RESEARCH-AS
164	DNIC-AS-00164
165	DNIC-AS-00165
166	IDA-AS
167	WESLEYAN-AS
168	UMASS-AMHERST
169	HANSCOM-NET-AS
170	DNIC-AS-00170
171	SOX-RES
172	DNIC-AS-00172
173	APNIC-173
174	COGENT-174
175	PL-AS
176	BCN-AS
177	UMICH-AS-1
178	UMICH-AS-2
179	UMICH-AS-3
180	UMICH-AS-4
181	MERIT-AS-1
182	MERIT-AS-2
183	MERIT-AS-3
184	MERIT-AS-4
185	MERIT-AS-5
186	CUA-AS
187	DNSCAST-AS
188	SAIC-AS
189	LVLT-189
190	DNIC-AS-00190
191	DNIC-AS-00191
192	ROCHINSTTECH
193	FORD-ASN
194	NCAR-AS
195	SDSC-AS
196	RISC-SYSTEM
197	RAYTHEON-AS-2
198	DNIC-AS-00198
199	LVLT-199-203
200	LVLT-199-203
201	LVLT-199-203
202	LVLT-199-203
203	LVLT-199-203
204	PSCNET-AS
205	MONTCLAIR-AS
206	CSC-IGN-AMER
207	CLI-GW-AS
208	DNIC-AS-00208
209	ASN-QWEST
210	WEST-NET-WEST
211	RADC-LONS-GW-AS
212	HQAFSC-LONS-GW-AS
213	DNIC-AS-00213
214	DNIC-AS-00214
215	DNIC-AS-00215
216	LMSC-HOSTNET-AS
217	UMN-AGS-NET-AS
218	AFOTECPCNET-AS
219	DNIC-AS-00219
220	OOALC-HOSTNET-AS
221	WRALC-HOSTNET-AS
222	SMALC-HOSTNET-AS
223	TISW-AS
224	RIPE-ASNBLOCK-224
225	VIRGINIA-AS
226	LOS-NETTOS-AS
227	DNIC-AS-00227
228	DNIC-AS-00228
229	MERIT-AS-6
230	MERIT-AS-7
231	MERIT-AS-8
232	MERIT-AS-9
233	MERIT-AS-10
234	BLACKROSE-1
235	MERIT-AS-12
236	MERIT-AS-13
237	MERIT-AS-14
238	MERIT-AS-15
239	UTORONTO-AS
240	SAALC-HOSTNET-AS
241	OCALC-HOSTNET-AS
242	SSSD-AS
243	HARRIS-ATD-AS
244	DNIC-AS-00244
245	PRC-AS
246	ASIFICS-GW-AS
247	ROMENET-AS
248	RIPE-ASNBLOCK-248
249	RIPE-ASNBLOCK-248
250	RIPE-ASNBLOCK-248
251	RIPE-ASNBLOCK-248
252	DNIC-AS-00252
253	NTTA-253
254	TWG-NET-AS
255	PAFB-GW
256	DNIC-AS-00256
257	DNIC-AS-00257
258	BRAGGSRI-EGP-AS
259	SCUBED-AS
260	XCONNECT24
261	RIPE-ASNBLOCK-261
262	VERIO
263	NTTA-263
264	SRINET-AS
265	DSI-WR-16
266	DHC-USA-INC
267	NETHER-NET
268	USUHSNET-AS
269	INCSYS-AS
270	PSCNI-AS
271	BCNET-AS
272	CTNOSC-ASN-272
273	DNIC-AS-00273
274	AINET-AS274
275	NTTA-275
276	OTS-AS-276
277	CSC-300-AS277
278	LACNIC-278
279	LVLT-279
280	NTTA-280
281	LVLT-281
282	MERIT-AUX-AS
283	MPOWERLABS
284	UUNET-IPV6
285	DNIC-AS-00285
286	RIPE-ASNBLOCK-286
287	DNIC-AS-00287
288	RIPE-ASNBLOCK-288
289	DNIC-AS-00289
290	SHOWNET-AS
291	ESNET-EAST
292	ESNET-WEST
293	ESNET
294	RIPE-ASNBLOCK-294
295	DNIC-AS-00295
296	ACFP-AS
297	NISN-SIP-AS
298	RADC-LONEX-AS
299	UCINET-AS
300	DNIC-AS-00300
301	C3PO-AS
302	BCM-INFO-NET-AS
303	DNIC-AS-00303
304	SRIEXPRIGNET-AS
305	DNIC-AS-00305
306	DNIC-ASBLK-00306-00371
307	DNIC-ASBLK-00306-00371
308	DNIC-ASBLK-00306-00371
309	DNIC-ASBLK-00306-00371
310	DNIC-ASBLK-00306-00371
311	DNIC-ASBLK-00306-00371
312	DNIC-ASBLK-00306-00371
313	DNIC-ASBLK-00306-00371
314	DNIC-ASBLK-00306-00371
315	DNIC-ASBLK-00306-00371
316	DNIC-ASBLK-00306-00371
317	DNIC-ASBLK-00306-00371
318	DNIC-ASBLK-00306-00371
319	DNIC-ASBLK-00306-00371
320	DNIC-ASBLK-00306-00371
321	DNIC-ASBLK-00306-00371
322	DNIC-ASBLK-00306-00371
323	DNIC-ASBLK-00306-00371
324	DNIC-ASBLK-00306-00371
325	DNIC-ASBLK-00306-00371
326	DNIC-ASBLK-00306-00371
327	DNIC-ASBLK-00306-00371
328	DNIC-ASBLK-00306-00371
329	DNIC-ASBLK-00306-00371
330	DNIC-ASBLK-00306-00371
331	DNIC-ASBLK-00306-00371
332	DNIC-ASBLK-00306-00371
333	DNIC-ASBLK-00306-00371
334	DNIC-ASBLK-00306-00371
335	DNIC-ASBLK-00306-00371
336	DNIC-ASBLK-00306-00371
337	DNIC-ASBLK-00306-00371
338	DNIC-ASBLK-00306-00371
339	DNIC-ASBLK-00306-00371
340	DNIC-ASBLK-00306-00371
341	DNIC-ASBLK-00306-00371
342	DNIC-ASBLK-00306-00371
343	DNIC-ASBLK-00306-00371
344	DNIC-ASBLK-00306-00371
345	DNIC-ASBLK-00306-00371
346	DNIC-ASBLK-00306-00371
347	DNIC-ASBLK-00306-00371
348	DNIC-ASBLK-00306-00371
349	DNIC-ASBLK-00306-00371
350	DNIC-ASBLK-00306-00371
351	DNIC-ASBLK-00306-00371
352	DNIC-ASBLK-00306-00371
353	DNIC-ASBLK-00306-00371
354	DNIC-ASBLK-00306-00371
355	DNIC-ASBLK-00306-00371
356	DNIC-ASBLK-00306-00371
357	DNIC-ASBLK-00306-00371
358	DNIC-ASBLK-00306-00371
359	DNIC-ASBLK-00306-00371
360	DNIC-ASBLK-00306-00371
361	DNIC-ASBLK-00306-00371
362	DNIC-ASBLK-00306-00371
363	DNIC-ASBLK-00306-00371
364	DNIC-ASBLK-00306-00371
365	DNIC-ASBLK-00306-00371
366	DNIC-ASBLK-00306-00371
367	DNIC-ASBLK-00306-00371
368	DNIC-ASBLK-00306-00371
369	DNIC-ASBLK-00306-00371
370	DNIC-ASBLK-00306-00371
371	DNIC-ASBLK-00306-00371
372	NSN-AMES-AS
373	MITRE-AS-4
374	BROOKS-AS
375	RIPE-ASNBLOCK-375
376	RISQ-AS
377	SNLA-NET-AS
378	RIPE-ASNBLOCK-378
379	AFCONC-BLOCK1-AS
380	AFCONC-BLOCK1-AS
381	AFCONC-BLOCK1-AS
382	AFCONC-BLOCK1-AS
383	AFCONC-BLOCK1-AS
384	AFCONC-BLOCK1-AS
385	AFCONC-BLOCK1-AS
386	AFCONC-BLOCK1-AS
387	AFCONC-BLOCK1-AS
388	AFCONC-BLOCK1-AS
389	AFCONC-BLOCK1-AS
390	AFCONC-BLOCK1-AS
391	AFCONC-BLOCK1-AS
392	AFCONC-BLOCK1-AS
393	AFCONC-BLOCK1-AS
394	AFCONC-BLOCK1-AS
395	AFCONC-BLOCK1-AS
396	AFCONC-BLOCK1-AS
397	AFCONC-BLOCK1-AS
398	AFCONC-BLOCK1-AS
399	AFCONC-BLOCK1-AS
400	AFCONC-BLOCK1-AS
401	AFCONC-BLOCK1-AS
402	AFCONC-BLOCK1-AS
403	AFCONC-BLOCK1-AS
404	AFCONC-BLOCK1-AS
405	AFCONC-BLOCK1-AS
406	AFCONC-BLOCK1-AS
407	AFCONC-BLOCK1-AS
408	AFCONC-BLOCK1-AS
409	AFCONC-BLOCK1-AS
410	AFCONC-BLOCK1-AS
411	AFCONC-BLOCK1-AS
412	AFCONC-BLOCK1-AS
413	AFCONC-BLOCK1-AS
414	AFCONC-BLOCK1-AS
415	AFCONC-BLOCK1-AS
416	AFCONC-BLOCK1-AS
417	AFCONC-BLOCK1-AS
418	AFCONC-BLOCK1-AS
419	AFCONC-BLOCK1-AS
420	AFCONC-BLOCK1-AS
421	AFCONC-BLOCK1-AS
422	AFCONC-BLOCK1-AS
423	AFCONC-BLOCK1-AS
424	AFCONC-BLOCK1-AS
425	AFCONC-BLOCK1-AS
